,filename,read_id,exit_status,runid,taxid,barcode,accuracy,lca,genus_taxid
546324,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_136_2.fastq,2b9b10c1-02b7-4599-ab7f-52c6171d1faa,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,95.25,0,816
546457,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_136_2.fastq,4cbf260b-de5f-4ca9-8bf5-d8f678315637,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,88.72,0,816
546510,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_136_2.fastq,5ba85a8e-0384-4f4d-9983-2e886e4e1e0f,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,90.6,0,816
546598,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_136_2.fastq,77d83751-b039-48ea-b5a2-f1d5fffc2d4e,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,742743,BC03,89.52,0,39948
546827,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_136_2.fastq,b61ee31b-d5ea-4c24-88d8-43710e006b95,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,93.61,1,-1
546876,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_136_2.fastq,c964a1c1-bb21-4886-adca-08f03a72004a,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,90.74,0,816
546898,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_136_2.fastq,d0746334-757c-4102-9138-3bc202f93e50,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,29375,BC03,85.73,0,1506553
546968,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_136_2.fastq,e76d1ea7-a3ad-4759-bc8e-aae5838b6ffc,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,92.0,0,816
547241,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,2fda81b3-0895-4e65-b2f8-bd7073e539bd,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,91.64,1,-1
547279,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,3959f054-df56-40d9-9d3a-89130d1a4ad0,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,40545,BC03,89.25,0,40544
547391,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,5470c812-67eb-453c-b32a-cb61899cb660,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,585054,BC03,90.61,0,561
547487,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,708e5f29-6545-41d9-bf7a-3d7b40374391,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,28117,BC03,91.28,0,239759
547548,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,819a5c5b-36fc-4645-90a0-98a0974f1a35,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,83.45,1,-1
547558,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,83f60241-d351-4ad7-abae-3a643abbf6cc,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,89.69,0,816
547637,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,9398d834-c0a5-47a3-9a52-60e64fe94c54,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,96.38,0,816
547642,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,943fb04e-1cf7-475f-832c-272d1390c0cd,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,1007096,BC03,92.57,0,459786
547736,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,aa9abd41-71ed-458d-b93b-15a60155ef4f,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,93.74,1,-1
547760,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,b1fd932f-c9cf-49c9-bf1c-f7ae4dfbd525,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,90.57,1,-1
547777,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,b76760f0-b54e-4267-9b67-6885c32c1ae9,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,89.57,0,816
547822,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,c3ac29ff-71b5-42bd-ad6b-326620bca594,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,40545,BC03,88.74,0,40544
547851,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,ca10a8f1-3db3-438f-a0ad-f4486bd822ac,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,85.75,0,816
547879,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,d0128a43-fafb-4d00-90b5-d25ca567884d,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.86,0,816
547884,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,d16eec87-ed2c-44bb-b899-d437ba811432,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,88.71,0,816
547894,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,d398d4c7-a9d4-400c-9a1a-ee325099c372,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,90.09,1,-1
547915,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,d83166f1-b0db-4459-a73d-3a0da69f0598,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,92.2,1,-1
547958,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,e8199135-51f3-4d3c-94c1-67612d7c66c7,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.97,0,816
548035,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_80_0.fastq,f75ad69c-7445-414d-a3df-2719f2b3eeed,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,351091,BC03,87.31,0,459786
548106,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_55_3.fastq,09b131bb-efc1-408d-bf5b-e00757d287cc,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,208479,BC03,86.03,0,1506553
548126,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_55_3.fastq,0e5d35df-76ef-4e58-8cc5-542d0c96b7bd,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,92.04,0,816
548203,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_55_3.fastq,22162b98-761c-4138-aff2-71ab7501cdde,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.44,0,816
548304,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_55_3.fastq,401734aa-4278-4a4e-8c16-d4f0fa0f93ab,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,90.25,0,816
548500,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_55_3.fastq,75c42bb8-6285-485e-bc50-c5d23d23d780,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,88.78,0,816
548506,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_55_3.fastq,771ed714-cde8-4d30-a0b3-56a0420a47fe,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,449673,BC03,91.5,0,816
548582,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_55_3.fastq,8bf044cb-0748-4a8b-b490-cf277b8cdb2b,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,86.65,1,-1
548769,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_55_3.fastq,bcb44de8-b43a-4ee0-b755-1fe1a737b010,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,94.05,0,816
548885,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_55_3.fastq,dd35518d-5796-4141-ab8e-228b9afbaa69,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,94.53,0,816
548935,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_55_3.fastq,ed2abf73-3d4d-41d4-b217-7ec439efd058,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,40545,BC03,86.57,0,40544
549057,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_30_0.fastq,0b89dc7d-0c81-4713-b46d-523ffa7dd21a,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,90.66,0,816
549362,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_30_0.fastq,581bfda7-768f-45ac-9fcf-3a7795d8a5c2,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,92.15,0,816
549775,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_30_0.fastq,b36745ab-2ecd-44b4-865c-cee35c36e6ac,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,90.82,0,816
549792,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_30_0.fastq,b6d196f0-967b-4043-b89f-484443a7be59,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,909930,BC03,87.31,1,-1
549822,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_30_0.fastq,bd4edd34-e9c0-40fc-92db-1926fc81be8c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,87.0,0,816
549856,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_30_0.fastq,c437bfd1-343a-4ef9-a0e6-6c4e966e93a0,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,28117,BC03,89.21,0,239759
550095,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_30_0.fastq,f5d02631-2766-4741-8e8b-52c3f65fa9b1,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,91347,BC03,86.28,1,-1
550116,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_30_0.fastq,f9e504b1-3dff-4d21-8d8b-60cc078fd728,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,93.46,1,-1
550199,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,10087b39-96e3-44eb-a2cf-3623eeb1865c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.74,0,816
550240,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,1aec3022-d738-4374-90a8-c13864b6d15c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.1,0,816
550340,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,3d0d9c5c-fed6-4fa2-8299-f13c657ab9ee,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,91.58,0,816
550351,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,40205b03-f906-4cf4-b0a7-6bfbe9a80840,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,88.13,1,-1
550385,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,4c6324d5-eb28-4fa7-ae94-4cbf21ed4c19,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,91.14,0,816
550463,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,6a6894fe-038a-4231-897f-735ccfd7005f,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,92.94,0,816
550577,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,8ae3961f-8d69-4e0b-811d-b52716f586c7,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,90.15,1,-1
550704,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,adfa433a-8bcf-4fbd-9ab9-615dbb945d36,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,449673,BC03,85.76,0,816
550741,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,b7964b13-5061-4489-aeda-6fb47d2edb72,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,742816,BC03,95.41,0,158846
550764,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,bcc64b68-42de-4e81-8735-253dd708190f,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,91.82,0,816
550826,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,ceb9de6b-8a73-4c54-becd-fde58eba5466,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,879612,BC03,87.88,0,906
550830,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,d02b5749-70f4-4b83-afe3-5f170e040a8b,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,91.55,0,816
550907,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_134_0.fastq,e7d48c04-2154-4e51-b678-b448fa8b0703,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,93.72,0,816
551238,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_205_2.fastq,456b351f-07e3-457b-bf23-537f588e2891,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,92.5,0,816
551272,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_205_2.fastq,4ebdfd3e-b78b-471e-b0dd-2527cee538ca,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,90.07,1,-1
551360,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_205_2.fastq,6b57c281-5780-4402-ae2a-8e6273d0f512,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,909930,BC03,92.64,1,-1
551363,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_205_2.fastq,6bc04b6d-7ed9-4cdc-9fc7-9ee92e6c0435,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,90.77,1,-1
551367,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_205_2.fastq,6cc927ff-8390-40b2-8c1b-15862c432729,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,92.44,1,-1
551368,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_205_2.fastq,6cdc689d-1fa2-412d-af03-6fefac394881,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,91.22,1,-1
551387,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_205_2.fastq,713b1a60-d052-4acb-8ec3-5bec3a7d4cae,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,351091,BC03,89.49,0,459786
551627,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_205_2.fastq,b9769baf-4f4c-4663-aeb8-282947578cb0,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,186802,BC03,92.66,1,-1
551683,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_205_2.fastq,ca609571-ea5a-45f2-ada7-504fc12d6cef,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,90.88,0,816
551726,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_205_2.fastq,d9a237c5-3c85-4f27-81b2-ebe71b9cd450,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,86.45,1,-1
551761,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_205_2.fastq,e4e17f9c-eb92-4b7b-8135-8a0c30adef08,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,89.8,1,-1
551857,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_147_0.fastq,016d1e6b-7c2f-4c7f-9ed9-eef9582c0900,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,89.15,0,816
551864,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_147_0.fastq,0216a8b8-ea7d-4c44-b11a-c74e2caa0855,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,92.18,1,-1
551961,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_147_0.fastq,197dc71a-4943-432d-9e67-c09554411aa8,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,92.02,0,816
552031,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_147_0.fastq,28811fd7-f6fc-4987-9147-39d82cd63e9d,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,93.18,1,-1
552175,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_147_0.fastq,4cdf694c-7759-4188-8899-ea48ef338742,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,90.13,1,-1
552287,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_147_0.fastq,6a0b402d-b34e-4df6-82fa-96600a2678ed,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,92.86,0,816
552312,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_147_0.fastq,6ee5b7bc-0aff-4f24-b36e-f0c551dd0ad9,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,40545,BC03,91.69,0,40544
552449,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_147_0.fastq,8f805160-a516-4c0e-9162-d04eddea2fec,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,89.19,1,-1
552753,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_147_0.fastq,e02c43e9-239d-412b-b8bc-f3e7b74beaae,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,449673,BC03,94.67,0,816
552769,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_147_0.fastq,e3d5494f-b289-4da5-8efd-0adf4608d474,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,28117,BC03,94.86,0,239759
552929,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_143_1.fastq,154ce994-f723-4637-8ec1-8da4dbb5a45c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,909930,BC03,94.77,1,-1
553162,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_143_1.fastq,5b33a090-5c9f-4b60-bd0c-b025adaca108,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,85.44,1,-1
553488,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_143_1.fastq,beab00e8-e7d1-4514-8663-ae383c622a92,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,89.73,0,816
553745,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_240_3.fastq,09b038fc-63ee-4805-aeef-d168767d2552,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,95.97,0,816
553796,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_240_3.fastq,1dc26878-80da-4dc6-9e03-db85854dbfa1,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,90.5,1,-1
553853,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_240_3.fastq,3511b913-3b6b-45f7-af88-199691966380,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.97,0,816
553881,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_240_3.fastq,3eb9e4b0-8ba9-4fff-ab38-93cff1119edb,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,90.25,1,-1
554049,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_240_3.fastq,7a67bb83-4ed8-41f0-9302-a763bcb232a1,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,87.56,1,-1
554187,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_240_3.fastq,a9092330-1835-4ef9-bbc1-f95dded8a71a,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,89.81,1,-1
554314,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_240_3.fastq,d0b71e18-a0ed-4541-92c3-9a9d3e1ae3b8,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,94.69,0,816
554317,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_240_3.fastq,d100ad88-88f7-4b04-bae2-17fc12292096,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,449673,BC03,92.16,0,816
554544,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_243_2.fastq,16dc1a14-804f-4c1f-8cca-5e664b5eb57e,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,92.82,1,-1
554622,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_243_2.fastq,2af8a301-e4bf-44f1-a70a-49776ee74a24,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,881,BC03,83.77,0,872
554786,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_243_2.fastq,5c1276fa-53cc-4fea-b13e-f2ca4e7fea5c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,92.95,0,816
554897,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_243_2.fastq,797c0722-7265-482f-9e2d-ea6b6acfd4ef,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,95.15,0,816
554920,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_243_2.fastq,80beeae0-147b-4751-a3b3-cb3aefbaea4c,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,28211,BC03,85.58,1,-1
555111,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_243_2.fastq,b7703e8b-4353-4cf6-8fc6-dd4139345b73,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,89.3,1,-1
555114,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_243_2.fastq,b87eac34-1344-4ab3-9fbe-98093dd310a4,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,909930,BC03,92.12,1,-1
555261,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_243_2.fastq,def3049f-74ff-4e34-bf84-4d1f5d0fd741,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,89.83,1,-1
555262,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_243_2.fastq,df04c2ab-6d3c-4a38-a8a5-9cebbf1eaf67,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,541000,BC03,90.65,1,-1
555347,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_243_2.fastq,fc0b0038-b475-4fb1-a418-05f7c7024e74,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,543,BC03,94.78,1,-1
555467,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_25_2.fastq,1c9b4354-fc3f-47e5-86c9-69a4e349a579,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,86.1,0,816
555629,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_25_2.fastq,4c131eba-3857-40c8-b8ad-c004552f44a7,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,90.01,0,816
555657,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_25_2.fastq,55159bc5-2385-4b26-96a7-9e7317076569,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,449673,BC03,90.95,0,816
555995,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_25_2.fastq,a6e334e4-1bc0-4efc-9637-9d7fd29b8986,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,186802,BC03,81.66,1,-1
556013,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_25_2.fastq,abee8eb7-2804-4fb8-9aea-fd6929d405f8,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,821,BC03,92.51,0,816
556080,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_25_2.fastq,bc428959-335b-48eb-b001-c7d025259781,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,204516,BC03,90.32,0,816
556104,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_25_2.fastq,c19f83a6-c3e3-41f9-a634-16e6297f7593,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,90.73,0,816
556259,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_25_2.fastq,e8586219-0143-41c0-ab2a-159e2c0ed251,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,194924,BC03,80.84,1,-1
556296,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_25_2.fastq,f3d748ef-cc78-4a88-82ee-f208861c47e2,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.03,0,816
556309,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_25_2.fastq,f7ba3fdf-2814-4f07-8528-b211294021ba,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.72,0,816
556316,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_25_2.fastq,f93dee79-e334-4823-b271-4bb060164dda,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,94.62,0,816
556480,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_248_1.fastq,26f61ce9-d253-4235-9ec8-e730b9a12486,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,820,BC03,87.34,0,816
556515,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_248_1.fastq,2e6faef6-de76-4d77-bbc1-e12420b04f82,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,91.31,0,816
556530,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_248_1.fastq,33096c27-4d9f-4e31-9140-99f109854341,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,907,BC03,90.97,0,906
556654,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_248_1.fastq,545bc0fd-0c7b-4511-a63e-b4ef7e998149,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,94.54,0,816
556683,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_248_1.fastq,5ff2e6cc-dafa-48c8-a5ec-ba36b703a9f2,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,484018,BC03,92.04,0,816
556718,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_248_1.fastq,6d3d73dd-233a-484f-bd31-8d9289a817de,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,40545,BC03,87.35,0,40544
556811,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_248_1.fastq,86f75319-b002-42fb-b254-e2a735a019d6,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,351091,BC03,88.05,0,459786
556825,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_248_1.fastq,8b962a8a-c675-4230-83a0-51afc5d9db43,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,91.47,0,816
556861,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_248_1.fastq,956ebae4-7799-4ded-b347-f026293ad7f3,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,86.12,0,816
556959,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_248_1.fastq,b0899d63-065f-46c2-80fe-8203a61feaf9,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,93.83,0,816
557042,fastq_runid_0d12eab41107590678909ab4b985f43e389bdb15_248_1.fastq,c973b687-1edf-4dba-8a61-b0843aa5ff09,Classification successful,0d12eab41107590678909ab4b985f43e389bdb15,470145,BC03,91.59,0,816
